Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Variant Compare At Price,Image Src,Image Position
lab-grown-diamond-ring-0125,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0125,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0125,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0125,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0126,Lab Grown Diamond Ring Model 0126,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,11,SKU-LA-RI-0126,17,27252,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0126,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0126,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0126,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0126,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0127,Lab Grown Diamond Ring Model 0127,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,14,SKU-LA-RI-0127,18,106363,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0127,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0127,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0127,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0127,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0128,Lab Grown Diamond Ring Model 0128,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,15,SKU-LA-RI-0128,19,81789,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0128,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0128,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0128,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0128,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0129,Lab Grown Diamond Ring Model 0129,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,10,SKU-LA-RI-0129,3,83026,114973,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0129,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0129,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0129,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0129,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0130,Lab Grown Diamond Ring Model 0130,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,14,SKU-LA-RI-0130,14,50169,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0130,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0130,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0130,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0130,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0131,Lab Grown Diamond Ring Model 0131,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,10,SKU-LA-RI-0131,20,147902,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0131,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0131,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0131,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0131,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0132,Lab Grown Diamond Ring Model 0132,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,16,SKU-LA-RI-0132,18,133926,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0132,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0132,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0132,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0132,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0133,Lab Grown Diamond Ring Model 0133,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,14,SKU-LA-RI-0133,7,104463,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0133,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0133,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0133,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0133,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0134,Lab Grown Diamond Ring Model 0134,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,18,SKU-LA-RI-0134,12,32842,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0134,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0134,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0134,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0134,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0135,Lab Grown Diamond Ring Model 0135,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,12,SKU-LA-RI-0135,2,54573,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0135,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0135,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0135,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0135,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0136,Lab Grown Diamond Ring Model 0136,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,11,SKU-LA-RI-0136,13,129394,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0136,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0136,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0136,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0136,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0137,Lab Grown Diamond Ring Model 0137,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,12,SKU-LA-RI-0137,6,75337,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0137,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0137,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0137,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0137,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0138,Lab Grown Diamond Ring Model 0138,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,18,SKU-LA-RI-0138,12,30081,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0138,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0138,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0138,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0138,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0139,Lab Grown Diamond Ring Model 0139,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,11,SKU-LA-RI-0139,11,53458,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0139,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0139,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0139,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0139,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0140,Lab Grown Diamond Ring Model 0140,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,12,SKU-LA-RI-0140,15,75969,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0140,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0140,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0140,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0140,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0141,Lab Grown Diamond Ring Model 0141,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,11,SKU-LA-RI-0141,8,48723,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0141,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0141,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0141,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0141,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0142,Lab Grown Diamond Ring Model 0142,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,11,SKU-LA-RI-0142,9,61045,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0142,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0142,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0142,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0142,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0143,Lab Grown Diamond Ring Model 0143,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,16,SKU-LA-RI-0143,1,98699,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0143,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0143,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0143,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0143,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0144,Lab Grown Diamond Ring Model 0144,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,17,SKU-LA-RI-0144,7,149779,175489,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0144,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0144,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0144,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0144,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0145,Lab Grown Diamond Ring Model 0145,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,11,SKU-LA-RI-0145,19,30560,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0145,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0145,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0145,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0145,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0146,Lab Grown Diamond Ring Model 0146,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,15,SKU-LA-RI-0146,13,70918,87723,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0146,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0146,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0146,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0146,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0147,Lab Grown Diamond Ring Model 0147,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,11,SKU-LA-RI-0147,9,93458,124605,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0147,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0147,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0147,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0147,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0148,Lab Grown Diamond Ring Model 0148,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,17,SKU-LA-RI-0148,4,98907,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0148,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0148,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0148,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0148,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0149,Lab Grown Diamond Ring Model 0149,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,12,SKU-LA-RI-0149,6,19947,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0149,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0149,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0149,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0149,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0150,Lab Grown Diamond Ring Model 0150,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,11,SKU-LA-RI-0150,1,15623,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0150,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0150,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0150,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0150,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0151,Lab Grown Diamond Ring Model 0151,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,10,SKU-LA-RI-0151,4,53053,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0151,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0151,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0151,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0151,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0152,Lab Grown Diamond Ring Model 0152,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,17,SKU-LA-RI-0152,14,134675,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0152,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0152,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0152,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0152,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
lab-grown-diamond-ring-0153,Lab Grown Diamond Ring Model 0153,<p>Exquisite lab grown diamond ring designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,13,SKU-LA-RI-0153,4,88352,,https://placehold.co/800x800/f0f0f0/333333.png?text=Lab+Grown+Diamond+Main,1
lab-grown-diamond-ring-0153,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+1,2
lab-grown-diamond-ring-0153,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+2,3
lab-grown-diamond-ring-0153,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+3,4
lab-grown-diamond-ring-0153,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Lab+Grown+Diamond+Angle+4,5
